2014-2015,8721,Intro Scholarly Methods,0
2014-2015,8723,Intro Critical Theory,0
2014-2015,8797,Individual Problems,-23
2014-2015,8798,Individual Problems,-24
2014-2015,8799,Chemical Engineering Sem,0
2014-2015,8800,Chemical Engineering Sem,0
2014-2015,8802,Ce Research Methods 1,-52
2014-2015,8803,Ce Research Methods 2,1
2014-2015,8805,Dissertation,24
2014-2015,8806,Dissertation,29
2014-2015,8812,Child Development Rights,0
2014-2015,8817,Llm Crim Independt Study,0
2014-2015,8818,Llm Crim Masters Thesis,0
2014-2015,8820,Pro Se Civil Litigation Pract,-10
2014-2015,8821,Ncaa Regulations,0
2014-2015,8842,Intro to Chemistry,-169
2014-2015,8845,Chemistry-Prin & Applic,-11
2014-2015,8846,Chemistry-Prin & Applic,-27
2014-2015,8847,Gen Chem for Engineers,-230
2014-2015,8848,Gen Chem for Engineers,-106
2014-2015,8852,Intro Gen Org Biol Chem,0
2014-2015,8856,Analytical Chemistry,0
2014-2015,8857,Analytical Chemistry Lab,0
2014-2015,8859,Contemp Organic Chemistry,-201
2014-2015,8860,Contemp Organic Chemistry,15
2014-2015,8863,Undergrad Research,-2
2014-2015,8865,Intermed Organic Chem,-12
2014-2015,8880,Mens Roles & Amer Culture,3
2014-2015,8901,Women and Health,7
2014-2015,8904,Black Child in America,15
2014-2015,8928,Intro to Native American Women,1
2014-2015,8993,Forensic Science,0
2014-2015,8995,Estate and Gift Tax,20
2014-2015,9000,US Legal Research & Writing,8
2014-2015,9004,Arbitration,0
2014-2015,9006,Intl Lgl Research,0
2014-2015,9034,20 Century American Novel,0
2014-2015,9035,20 Century American Novel,0
2014-2015,9074,Arch & Urbn Plng Practicm,25
2014-2015,9075,Independent Study,0
2014-2015,9076,Arch & Plng Suprvsd Teach,0
2014-2015,9078,Arch & Plng Indpndnt Stdy,0
2014-2015,9079,Arch Design Studio 1,65
2014-2015,9081,Arch Design Studio 2,0
2014-2015,9086,Introduction to Architecture,204
2014-2015,9088,Arch Design Studio 3,77
2014-2015,9089,Arch Design Studio 4,0
2014-2015,9090,American Diversity & Design,-3
2014-2015,9093,Arch History: Ancient - 1450,0
2014-2015,9094,Arch History: 1450 - Present,0
2014-2015,9095,Intro to Building Tech,-115
2014-2015,9096,Arch Design Studio 5,-93
2014-2015,9097,Arch Design Studio 6,110
2014-2015,9099,Chem of Bio Systems,0
2014-2015,9100,Physical Chemistry Lec,0
2014-2015,9101,Physical Chemistry Lec,-4
2014-2015,9102,Inorganic Chemistry I,0
2014-2015,9103,Inorganic Chemistry II,26
2014-2015,9104,Physical Chemistry Lab,-15
2014-2015,9105,Physical Chemistry Lab,0
2014-2015,9107,Physical Chemistry Lec,2
2014-2015,9108,P Chem for Life Sciences,0
2014-2015,9109,P Chem Life Sciences Lab,-15
2014-2015,9111,Intro Chemical Literature,0
2014-2015,9116,Instrumental Analysis,0
2014-2015,9117,Instrumental Analysis,-16
2014-2015,9123,Advanced Organic Chem,-2
2014-2015,9130,Senior Research,-22
2014-2015,9131,Organic Chemistry,0
2014-2015,9132,Synthetic Organic Chem,3
2014-2015,9133,Inorganic Chemistry,4
2014-2015,9135,Analytical Chemistry,0
2014-2015,9136,Statistics & Instrmtatn,-11
2014-2015,9165,Adv Laboratory Techniques,-1
2014-2015,9166,Graduate Rsch Proposal,0
2014-2015,9167,Supervised Teaching,0
2014-2015,9168,Independent Study,0
2014-2015,9169,Thesis Guidance,0
2014-2015,9180,Graduate Research,41
2014-2015,9187,Service Learning in BPS,0
2014-2015,9189,Elem Polish 1st Semester,2
2014-2015,9190,Elem Polish 2nd Semester,-4
2014-2015,9191,Intermed Pol 1st Semester,-3
2014-2015,9192,Intermed Pol 2nd Semester,-4
2014-2015,9198,Poland in Europe,-2
2014-2015,9203,Elem Russian 1st Semester,19
2014-2015,9204,Elem Russian 2nd Semester,-21
2014-2015,9215,Intermed Rus 1st Semester,1
2014-2015,9216,Intermed Rus 2nd Semester,0
2014-2015,9289,Jewish Law,0
2014-2015,9293,Problems in Intl Finance,0
2014-2015,9332,Art Internship,0
2014-2015,9336,Grad Project Supervision,201
2014-2015,9337,2nd Yr Graduate Research,4
2014-2015,9338,Survey Egypt to Renaiss,-115
2014-2015,9339,Survy Ital Renais to Cntm,-79
2014-2015,9342,Mythology in the Ancient World,30
2014-2015,9352,Architecture Media 3,-9
2014-2015,9356,Environment & Landscapes,-42
2014-2015,9359,Design Methods,93
2014-2015,9378,Structures 1 Lab,0
2014-2015,9379,Structures 1,0
2014-2015,9384,Architectural Theory,0
2014-2015,9388,Arch Design Studio 7,54
2014-2015,9389,Architecture Design Practicum,12
2014-2015,9395,Architecture Media 6,-28
2014-2015,9407,Amercn Architec & Urbnism,-42
2014-2015,9413,Architectural Materials,0
2014-2015,9421,Labor&Emp Law Colloq,2
2014-2015,9435,Honors Undegrad Teaching,0
2014-2015,9436,Honors Internship,0
2014-2015,9437,Undergrad Research,0
2014-2015,9438,Independent Study,0
2014-2015,9613,Sophomore Tutorial,0
2014-2015,9614,Mythology in Ancient Art,70
2014-2015,9618,Afford Housing & Comm Devel Cl,-8
2014-2015,9624,Environmtl Law&Policy Cl,-20
2014-2015,9625,Immigration Law Practice,10
2014-2015,9647,Introd to Patent Practice,0
2014-2015,9667,Copyright,-8
2014-2015,9670,Law & Social Wrk Clinic,0
2014-2015,9671,JD/MSW Colloquium,0
2014-2015,9678,Mediation Clinic,0
2014-2015,9700,Supervised Research,30
2014-2015,9701,Supervised Teaching,0
2014-2015,9702,MA Project,61
2014-2015,9741,Engineering Statistics,185
2014-2015,9742,Structural Analysis,-38
2014-2015,9743,Intro to Structural Design,253
2014-2015,9745,Civil Engrg Materials,187
2014-2015,9746,Soil Mechanics,222
2014-2015,9747,Environmental Engineering,-345
2014-2015,9748,Hydraulics and Hydrology,222
2014-2015,9749,Fluid Mechanics,0
2014-2015,9750,Env Eng Lab,-2
2014-2015,9773,Gospel John & Apocalypse,35
2014-2015,9785,SUNY/B Program Abroad,0
2014-2015,9789,Structure of Mod French,0
2014-2015,9813,Internship/Practicum,0
2014-2015,9814,Ug Research & Creative Act,0
2014-2015,9815,Individual Research,-10
2014-2015,9820,Structure of Mod French,0
2014-2015,9875,Programming for Digitalart,0
2014-2015,9879,Basic Digital Arts,21
2014-2015,9888,Immigration and Film,-30
2014-2015,9895,Introduction to Media Analysis,200
2014-2015,9913,Intermediate Video Wkshp,0
2014-2015,9915,Intermediate Video Wkshp,0
2014-2015,9929,Advanced Documentary Prod,-12
2014-2015,9944,Family Viol Women's Rights Cl,-40
2014-2015,9945,Independent Study,18
2014-2015,9947,Thesis Guidance,18
2014-2015,9948,Ancient Greek Lang&Cult 1,13
2014-2015,9949,Ancient Greek Lang&Cult 2,-13
2014-2015,9952,Ancient Greek Lang&Cult 3,-15
2014-2015,9953,Ancient Greek Lang&Cult 4,-11
2014-2015,10006,Jewish Law in Development,28
2014-2015,10022,Latin Lang & Culture 1,-22
2014-2015,10023,Latin Lang & Culture 2,0
2014-2015,10024,Latin Lang & Culture 3,-35
2014-2015,10025,Latin Lang & Culture 4,-13
2014-2015,10026,Ovid,0
2014-2015,10027,Civil Eng Lab 1,-90
2014-2015,10029,Civil Eng Lab 2,160
2014-2015,10040,Prof Practice Issues,0
2014-2015,10041,Structural Engrg 3,0
2014-2015,10042,CAD in Civ Engineering,0
2014-2015,10044,Steel Design,50
2014-2015,10045,Reinforced Concrete Des,-464
2014-2015,10049,Foundation Engineering,-132
2014-2015,10050,Traffic Ops & Design,-26
2014-2015,10051,Transportation Systems,0
2014-2015,10053,Ecological Engineering,0
2014-2015,10054,Treatment Process Eng,-36
2014-2015,10058,Env Eng Design,0
2014-2015,10061,Air Pollution,25
2014-2015,10066,Special Topics,28
2014-2015,10078,Adv Mech of Solids,0
2014-2015,10079,Struc Reliablity & Safety,0
2014-2015,10082,Adv Structural Anal,0
2014-2015,10083,Adv Math for Civil Engrs,4
2014-2015,10085,Masonry Design,0
2014-2015,10086,Struc Dyn Earthquak Eng 1,0
2014-2015,10176,Film and Media Theory,-200
2014-2015,10189,Programming Graphics 1,0
2014-2015,10190,Programming Graphics 1,0
2014-2015,10194,Visual Media Poetics,0
2014-2015,10251,Latin Lyric Poetry,0
2014-2015,10265,Independent Study,0
2014-2015,10285,Literary Theory:Intro,0
2014-2015,10324,FALL FICTION COLLOQUIUM,0
2014-2015,10328,Fall Poetry Colloquium,5
2014-2015,10330,POETRY WORKSHOP,4
2014-2015,10355,Personal Narrative,25
2014-2015,10356,Personal Narrative,-25
2014-2015,10369,Steel Structures,0
2014-2015,10370,Concrete Structures,0
2014-2015,10373,Mech Behav of Materials,0
2014-2015,10374,Stat Meth Civil Eng,-5
2014-2015,10375,Earthqu Engr & Found Dyna,0
2014-2015,10377,Traffic Operations & Desig,26
2014-2015,10380,Travel Demand Forecasting,1
2014-2015,10383,Water Quality Modeling,10
2014-2015,10386,Env Fluid Mechanics,22
2014-2015,10395,Physicochemical Unit Proc,0
2014-2015,10402,Ecological Engineering,0
2014-2015,10403,Air Pollution,25
2014-2015,10416,Bridge Engineering 1,4
2014-2015,10417,Prestressed Concrete Design,46
2014-2015,10443,Selection of Thesis Rsch,0
2014-2015,10444,Anal Chem Sem,0
2014-2015,10447,Solid Gas Interphases,0
2014-2015,10448,Solution Chemistry,0
2014-2015,10449,Organometallic Chemistry,0
2014-2015,10450,Fluorescence,0
2014-2015,10451,Theoretical Chemistry,0
2014-2015,10452,Organometallic Catalysis,0
2014-2015,10453,Molecular Beam Techniques,0
2014-2015,10454,Mod Theoretical Chemistry,0
2014-2015,10455,Bioinorganic Chemistry,0
2014-2015,10456,Natural Product Chemistry,0
2014-2015,10457,Mn Grp Organometalic Chem,0
2014-2015,10458,Surface Spectroscopy,0
2014-2015,10460,Separation Techniques,0
2014-2015,10461,Physical Organic Chem,0
2014-2015,10462,Laser Spectroscopy,0
2014-2015,10463,Computational Chemistry,0
2014-2015,10464,Organic Synthesis,0
2014-2015,10465,Advanced Orgnic Chemistry,0
2014-2015,10466,Struct Inorg Chem,0
2014-2015,10467,Chem Biological Syst,0
2014-2015,10468,Chem of Group 3 Elements,0
2014-2015,10502,Natural Hazards,-122
2014-2015,10503,Natural Hazards,28
2014-2015,10504,Climate Change,0
2014-2015,10505,Climate Change,2
2014-2015,10512,Geological Mapping Techniq,0
2014-2015,10528,Sedimentary Geology & Paleo,-27
2014-2015,10535,Mineralogy,54
2014-2015,10536,Petrology,27
2014-2015,10538,Surface Proc & Hydro,0
2014-2015,10546,Discover Industrial Eng,-16
2014-2015,10550,Statistics for Engineers,3
2014-2015,10551,Engineering Economy,-228
2014-2015,10553,Human Factors in Sys Des,-26
2014-2015,10554,Planning Prod & Serv Ent,-63
2014-2015,10555,Facility Des & Matl Handl,-83
2014-2015,10556,Sys Modeling & Opt: ORI,-349
2014-2015,10557,Sys Modeling & Opt: ORII,10
2014-2015,10562,Systems Engineering Practicum,0
2014-2015,10567,SIM Mdlg & Analysis,-11
2014-2015,10580,Senior Capstone Internship,26
2014-2015,10583,Independent Study,0
2014-2015,10586,Facilities Design,-101
2014-2015,10587,Prod Planning & Control,71
2014-2015,10588,Design & Anal Expermt 1,-38
2014-2015,10595,Human Fac Res Methodology,0
2014-2015,10596,Human Info Proc,36
2014-2015,10601,Simul & Stochastic Models,72
2014-2015,10612,Linear Programming,-125
2014-2015,10613,Discrete Optimization,-59
2014-2015,10614,Stochastic Methods,-7
2014-2015,10615,Applied Stochastic Proc,9
2014-2015,10620,IE Research in Healthcare,-1
2014-2015,10625,Individual Problems,1
2014-2015,10636,Dissertation,-10
2014-2015,10660,Adv Composit & Conversat,65
2014-2015,10700,Special Topics 2,0
2014-2015,10706,Ug Research & Creative Act,-2
2014-2015,10707,Independent Study,0
2014-2015,10744,Medicinal Chemistry,0
2014-2015,10745,Bioorganic Chemistry,0
2014-2015,10746,Magnetic Resonance,0
2014-2015,10747,Electroanalytical Chem,0
2014-2015,10748,Graduate Chem Seminar,48
2014-2015,10749,Chemical Crystallography,0
2014-2015,10750,Nuclear Magnet Resonance,0
2014-2015,10751,Electrochemical Technique,0
2014-2015,10752,Molten Salt Electrochem,0
2014-2015,10765,Literature & Society,5
2014-2015,10766,Literature & Society,5
2014-2015,10781,Poetics,21
2014-2015,10782,Poetics,-21
2014-2015,10787,Special Topics,0
2014-2015,10788,Special Topics,0
2014-2015,10808,Project Guidance Masters,2
2014-2015,10810,Practicum in Teach,-29
2014-2015,10812,Independent Study,2
2014-2015,10814,Supervised Reading,6
2014-2015,10829,Studies 19c Amer Literat,30
2014-2015,10830,Studies 19c Amer Literat,30
2014-2015,10843,Geophysics,0
2014-2015,10844,Structure/Global Tectonics,4
2014-2015,10911,Africa Diaspora:Soc Evol,-60
2014-2015,10918,Seminar for Majors,0
2014-2015,10936,Research Seminar,6
2014-2015,10947,Advanced Field Methods,0
2014-2015,10950,Pegrum Colloquium,3
2014-2015,10951,Dept Honors Thesis,0
2014-2015,10953,Undergraduate Research,0
2014-2015,10954,Independent Study,0
2014-2015,10955,Elements of Geol. Res.,0
2014-2015,10970,Geology for Grad Students,0
2014-2015,10989,Quaternary Geology Sem,0
2014-2015,11011,Supervised Teaching,0
2014-2015,11033,Externship,0
2014-2015,11044,Judicial Clerkship,0
2014-2015,11085,Structures 3,0
2014-2015,11103,Special Topics,48
2014-2015,11105,Community Design Service,9
2014-2015,11108,Independent Study,-47
2014-2015,11109,Arch Design Studio 1,110
2014-2015,11110,Arch Design Studio 2,0
2014-2015,11111,Arch Design Studio 3,-14
2014-2015,11112,Arch Design Studio 4,-54
2014-2015,11113,Architecture Media 1,8
2014-2015,11121,Design Methods,-45
2014-2015,11125,Site Planning & Design,168
2014-2015,11130,Amercn Architec & Urbnism,42
2014-2015,11131,American Urbanism & Landscape,-16
2014-2015,11132,Intro to Building Tech,0
2014-2015,11139,Dimensional Coordination,50
2014-2015,11140,Architectural Materials,0
2014-2015,11142,Advancd Architec Materls,-86
2014-2015,11145,Structures 1,-37
2014-2015,11148,Structures 3,0
2014-2015,11258,Advanced Field Methods,0
2014-2015,11262,Adv Stud Faults & Fract,-10
2014-2015,11263,Volcanology Seminar,-40
2014-2015,11264,Supervised Teaching,0
2014-2015,11267,Graduate Research,0
2014-2015,11268,Thesis Guidance,0
2014-2015,11277,Survey of Algebra & Trig,0
2014-2015,11288,Surv Calculus & Appl 1,573
2014-2015,11289,Surv Calculus & Appl 2,-168
2014-2015,11291,Math Analysis for Managemt,-464
2014-2015,11294,College Calculus 1,116
2014-2015,11295,College Calculus 2,290
2014-2015,11302,Honors Calculus 2,43
2014-2015,11317,20th Cent American Legal Hist,2
2014-2015,11335,Aims & Methods Art Hist,4
2014-2015,11336,Museum Internship,0
2014-2015,11337,Hons Thesis Supvn TUT,0
2014-2015,11339,Independent Study,16
2014-2015,11380,3rd Yr-1st Sem Korean,1
2014-2015,11381,3rd Year,6
2014-2015,11426,Computational Fluid Mech,2
2014-2015,11428,Heat Transfer 1,-3
2014-2015,11429,Heat Transfer 2,-1
2014-2015,11433,Optimizat in Engrg Design,2
2014-2015,11434,Advanced Design Theory,-30
2014-2015,11441,Masters Research Guidance,25
2014-2015,11443,Analytical Dynamics,-31
2014-2015,11449,Thermodynamics Materials,25
2014-2015,11450,Systems Analysis,54
2014-2015,11464,Materials Experimental Methods,-46
2014-2015,11473,Individual Problems,0
2014-2015,11475,High Perform Computing 2,2
2014-2015,11481,Tuba,0
2014-2015,11482,Percussion,0
2014-2015,11483,Percussion,0
2014-2015,11486,Piano,0
2014-2015,11488,Piano,0
2014-2015,11494,Organ,0
2014-2015,11496,Organ,0
2014-2015,11498,Harpsichord,0
2014-2015,11500,Harpsichord,0
2014-2015,11504,Guitar,0
2014-2015,11506,Voice,0
2014-2015,11508,Voice,0
2014-2015,11510,Violin,0
2014-2015,11514,Viola,0
2014-2015,11518,Cello,0
2014-2015,11520,Cello,0
2014-2015,11522,Double Bass,0
2014-2015,11524,Double Bass,0
2014-2015,11526,Saxophone,0
2014-2015,11528,Saxophone,0
2014-2015,11530,Flute,0
2014-2015,11532,Flute,0
2014-2015,11534,Oboe,0
2014-2015,11536,Oboe,0
2014-2015,11538,Clarinet,0
2014-2015,11540,Clarinet,0
2014-2015,11544,Bassoon,0
2014-2015,11546,French Horn,0
2014-2015,11550,Trumpet,0
2014-2015,11552,Trumpet,0
2014-2015,11561,Music Internship,6
2014-2015,11566,Independent Study,-2
2014-2015,11583,Musicology Seminar,-16
2014-2015,11588,University Chorus,0
2014-2015,11597,UB Concert Band,0
2014-2015,11604,Graduate Studio,0
2014-2015,11610,Theatre Technology,0
2014-2015,11623,Advanced Directing,0
2014-2015,11628,Independent Study,0
2014-2015,11629,Masters Thesis,0
2014-2015,11638,Conversation Seminar,0
2014-2015,11640,Written English 1,-112
2014-2015,11641,Written English 2,-331
2014-2015,11643,Spoken English,27
2014-2015,11648,Biopsy Service,0
2014-2015,11649,Oral Path Journal Club,0
2014-2015,11655,Oral Diagnosis Clinic,0
2014-2015,11656,Adv Histopath Sem,0
2014-2015,11658,Supervised Tchg Oral Diag,0
2014-2015,11660,Clinical Pain Seminar,0
2014-2015,11661,TMD/Orofacial Pain Clinic,0
2014-2015,11662,TMD Lit Review Seminar,0
2014-2015,11663,TMD/Orofac Pain Lit Revw,0
2014-2015,11664,TMD Disorders,0
2014-2015,11665,Tchg TMD/Orofacial Pain,0
2014-2015,11666,Inter Radiographic Imaging,0
2014-2015,11668,Clin TMD Sem & Practicum,0
2014-2015,11669,Ind Study Postgraduate,3
2014-2015,11700,Trends Arts/Sciences,0
2014-2015,11715,Business & Society,19
2014-2015,11716,Career Planning,-137
2014-2015,11725,Sp Top in Management,0
2014-2015,11726,Sp Top in Management,25
2014-2015,11727,Model Managerial Process,-43
2014-2015,11729,Management Communications,-84
2014-2015,11732,Supervised Project Course,0
2014-2015,11734,Consulting Practices,0
2014-2015,11741,Env of Int'l Business,0
2014-2015,11743,Intro to Research Methods,0
2014-2015,11747,Biomedical Sci Seminar,24
2014-2015,11752,Cell Biology 1,0
2014-2015,11753,Ess. Genetics & Genomics,0
2014-2015,11754,Prin of Biochem,0
2014-2015,11793,University Experience,-773
2014-2015,11794,Dynamics of Leadership,0
2014-2015,11806,Dissertation,-99
2014-2015,11811,Optimal Estimation Method,-50
2014-2015,11819,Intro to Library & Info Study,-17
2014-2015,11820,Intro to Info Technology,-3
2014-2015,11822,Intro to Archives Mgt,2
2014-2015,11827,Records Management,0
2014-2015,11829,Info Sources in Sciences,0
2014-2015,11832,Reference Srcs & Svcs,-62
2014-2015,11836,User Education,76
2014-2015,11837,Smc Field Experience,0
2014-2015,11838,School Media Ctr Prac,0
2014-2015,11839,Practicum,-20
2014-2015,11840,Special Projects,0
2014-2015,11841,Marketing of Info Srvcs,0
2014-2015,11842,Curric Role of Media Spec,0
2014-2015,11843,Resrces & Srvcs for Child,0
2014-2015,11844,Resrces & Srvcs Yng Adult,0
2014-2015,11845,Multicultural Materials,0
2014-2015,11847,Pedagogy for SLMS,0
2014-2015,11849,Resrces & Srvcs for Adult,0
2014-2015,11858,Digital Info Retrieval,0
2014-2015,11859,Government Information,0
2014-2015,11860,Computer Applic in Slmc,0
2014-2015,11863,Information Organization,100
2014-2015,11865,Intro to Research Meth,19
2014-2015,11869,Mgmt of Lib & Info Agencs,-226
2014-2015,11871,Acad & Research Libraries,0
2014-2015,11872,Mgt of School Libraries,0
2014-2015,11874,Collection Development,-36
2014-2015,11879,Directed Study,-17
2014-2015,11880,Masters Thesis,0
2014-2015,11883,Schl Librian & the Commom Core,0
2014-2015,11884,Com Core Lib Teach Collabortn,0
2014-2015,11891,Project Guidance,0
2014-2015,11893,Proj Guid in Appl Math,0
2014-2015,11894,Supervised Teaching,0
2014-2015,11901,Algebra,21
2014-2015,11902,Algebra,34
2014-2015,11903,Complex Variables,0
2014-2015,11907,Analysis,0
2014-2015,11908,Analysis,8
2014-2015,11909,Differential Geometry,-13
2014-2015,11920,Masters Project Guidance,0
2014-2015,11922,Independent Study,-8
2014-2015,11927,Supervised Readings,6
2014-2015,11947,NY Criminal Law,0
2014-2015,11963,Team Projects: Finance,0
2014-2015,11971,Adv. Into the Dent Profession,87
2014-2015,11976,Clinical Board Prep,0
2014-2015,11977,Independent Study,0
2014-2015,11978,Advanced Dental Lectures,0
2014-2015,11981,Postgrad Implant Dent,0
2014-2015,11982,Current Implant Dent Lit,0
2014-2015,11983,Implant Dent Tutorial,0
2014-2015,11984,Implant Dent Journal Club,0
2014-2015,11992,Basic Aspects Biomat Test,0
2014-2015,11993,Biomaterials Seminar,0
2014-2015,11994,Stereology,0
2014-2015,11996,Struc/Chem Character Bio,0
2014-2015,11999,Research,0
2014-2015,12000,Thesis Guidance,0
2014-2015,12001,Independ Study Graduate,0
2014-2015,12002,Thesis Problems,0
2014-2015,12078,Orofacial Function 2,0
2014-2015,12079,Ortho-Perio Relationships,0
2014-2015,12080,Orthognathic Surgery,0
2014-2015,12081,Journal Club,0
2014-2015,12082,Ind Study Post Grad,0
2014-2015,12083,Pediatric Dentistry,0
2014-2015,12084,Pediatric Dentistry,0
2014-2015,12085,Independent Study,0
2014-2015,12091,Prof,1
2014-2015,12094,Pediatric Dentistry 1,-105
2014-2015,12095,Pediatric Dentistry 2,0
2014-2015,12096,Pediatric Dent Clinic 1,0
2014-2015,12099,Principles Public Health,0
2014-2015,12103,Rural Ahec Program,0
2014-2015,12107,Literature Review,-6
2014-2015,12110,Interceptv Orthodontics 1,0
2014-2015,12114,Independent Study,1
2014-2015,12116,Pediatric Dent Techniques,0
2014-2015,12117,Pediatric Conferences,0
2014-2015,12118,Hospital Procedures,0
2014-2015,12120,Nitrous Oxide Analgesia,0
2014-2015,12121,General Anesthesia 1,0
2014-2015,12122,Supervised Teaching,0
2014-2015,12124,Independ Study Post Grad,0
2014-2015,12164,Independent Study,0
2014-2015,12165,Periodontal Biology,0
2014-2015,12166,Research,0
2014-2015,12167,Thesis Guidance,0
2014-2015,12168,Independ Study Graduate,0
2014-2015,12171,Endodontics,0
2014-2015,12172,Preclin Lab 1 Endo,0
2014-2015,12176,Elect Periodontics Clinic,0
2014-2015,12177,Periodontology 2,18
2014-2015,12178,Surgical Perio Therapy,0
2014-2015,12179,Periodontics Clinic 1,0
2014-2015,12181,Endo 2,87
2014-2015,12182,Endodontics Clinic 1,0
2014-2015,12185,Elect Periodontic Clinic,0
2014-2015,12189,Rationale of Surg Perio,0
2014-2015,12190,Clinical Endo for Minors,0
2014-2015,12193,Adv Ordinary Diff Equa,13
2014-2015,12196,Partial Differential Equa,0
2014-2015,12212,Algebraic Geometry,0
2014-2015,12214,Thesis Guidance,0
2014-2015,12215,Reading and Conference,0
2014-2015,12216,Colloquium,0
2014-2015,12217,Graduate Research,0
2014-2015,12219,Select Top Number Theory,-14
2014-2015,12313,Alternative Dispute Resolution,0
2014-2015,12314,Pensn Employee Benefit,-22
2014-2015,12318,Land Use Planning,0
2014-2015,12321,UB Symphony Orchestra,0
2014-2015,12322,Chamber Music,-1
2014-2015,12325,Percussion Ensemble,0
2014-2015,12329,Contemporary Ensemble,0
2014-2015,12333,University Choir,0
2014-2015,12336,Studies in Music Theory,-16
2014-2015,12337,Fighting Poverty in Buff.,0
2014-2015,12407,Fundamentals of Wellness,0
2014-2015,12412,Science of Human Movement,206
2014-2015,12415,Theory of Athletic Injury,0
2014-2015,12420,Lifespan Physiology,203
2014-2015,12423,Physical Act Spec Cases,105
2014-2015,12428,Biomechanics 1,-45
2014-2015,12432,Exercise Physiology,0
2014-2015,12436,Exercise Nutrition,37
2014-2015,12441,Endo Seminars for Minors,0
2014-2015,12442,Clin Periodontal Therapy,0
2014-2015,12447,Independent Study,0
2014-2015,12453,Endodontic Journal Club,0
2014-2015,12454,Endo Literature,0
2014-2015,12455,Curr Jour Sem,0
2014-2015,12456,Adv Endo Lecture 1,0
2014-2015,12458,Adv Endo Clin,0
2014-2015,12459,Endo Treat Plan,0
2014-2015,12463,Advanced Periodontics,0
2014-2015,12469,Endo Instrum Non-Endo Res,0
2014-2015,12472,Clin Sem Endo 1,0
2014-2015,12474,Sup Teach Endo,0
2014-2015,12475,Adv Endo Tech,0
2014-2015,12476,Adv Surg Tech,0
2014-2015,12477,Endo Research,0
2014-2015,12478,Supv Tchg Periodontics,0
2014-2015,12479,Thesis Guidance,0
2014-2015,12481,Independ Study Postgrad,2
2014-2015,12602,Introduction to Physics,0
2014-2015,12613,Basic Stats for/Soc Sc,-168
2014-2015,12620,Comp Pol Economy,51
2014-2015,12655,Legal Political Theory,0
2014-2015,12661,Internship,6
2014-2015,12662,Honors Thesis,0
2014-2015,12663,Independent Study,-2
2014-2015,12664,Intro Political Inquiry,0
2014-2015,12669,International Politics,-18
2014-2015,12673,Basic Statistics for SS,0
2014-2015,12681,Mediation Theory & Prac,0
2014-2015,12699,Drug Testing Pro Sports,0
2014-2015,12714,Domestic Violence Law,0
2014-2015,12716,Money,5
2014-2015,12720,Federal Income Tax 2,50
2014-2015,12724,Ex Assess Pres Prog 2,-19
2014-2015,12733,Prof Devel,104
2014-2015,12742,Independent Study,0
2014-2015,12745,Neuromusc Metab Resp Exer,-5
2014-2015,12746,Cardiopul Resp Exer,25
2014-2015,12785,Directed Readings,9
2014-2015,12786,Practicum,-1
2014-2015,12787,Indiv Guidance Project,-20
2014-2015,12788,Indiv Guidance Thesis,-28
2014-2015,12789,Indiv Guidnc Dissertation,20
2014-2015,12790,Independent Study,20
2014-2015,12794,Selected Readings,0
2014-2015,12795,Supervised Teaching,0
2014-2015,12878,Cancer Control/Prevention,0
2014-2015,12880,Analysis of Health Data,0
2014-2015,12883,Recent Advances in Pathol,0
2014-2015,12884,Recent Advances in Pathol,0
2014-2015,12887,Lab Rotation,0
2014-2015,12888,Lab Rotation,0
2014-2015,12891,Cancer Epidemiology,0
2014-2015,12898,Cancer Pathology,0
2014-2015,12900,Techniques in Pathology,0
2014-2015,12908,Communication Int'l TA,-3
2014-2015,12909,Intensive English Program,-64
2014-2015,12910,Intensive English Program,0
2014-2015,12926,Basic Electronics,1
2014-2015,12927,EE Concepts/Non-Majors,182
2014-2015,12928,Circuit Analysis,130
2014-2015,12934,Intermed Stats for Soc Sc,0
2014-2015,12955,Supervised Teaching,-6
2014-2015,12956,Supervised Research,6
2014-2015,12993,Independent Study,-6
2014-2015,13000,MA Project/Thesis Guid,0
2014-2015,13001,Dissertation Guidance,6
2014-2015,13004,Comp Pol Frontiers,-20
2014-2015,13049,Psych Learng & Instr,0
2014-2015,13053,Cognitive Psychology,0
2014-2015,13062,Research Methods,-1
2014-2015,13063,Applied Research Methods,-1
2014-2015,13068,Coll Cnslg HS Students,0
2014-2015,13069,Psy Meas & Intell Assess,-8
2014-2015,13072,Psych Asses Child & Adole,-4
2014-2015,13073,Practicum in School Psych,0
2014-2015,13075,Field Work,0
2014-2015,13076,Counseling Practicum,0
2014-2015,13078,Internship,1
2014-2015,13079,Advanced Practicum,-9
2014-2015,13100,History of Paris,8
2014-2015,13131,Special Topics,3
2014-2015,13162,Honors Seminar,0
2014-2015,13164,Sr Sem: Research Project,0
2014-2015,13166,Independent Study,15
2014-2015,13168,Advanced Read Af Amer Std,-15
2014-2015,13179,Thesis Guid Af Amer St,13
2014-2015,13214,Signals and Systems,286
2014-2015,13216,Electronic Devs & Circs 1,0
2014-2015,13217,Electronic Devs & Circs 2,-72
2014-2015,13219,Basic Elec Instru Lab,-58
2014-2015,13220,Applied Electromagnetics,0
2014-2015,13227,Intro Electronics Lab,150
2014-2015,13228,Electronic Circuits,-82
2014-2015,13229,Digital Principles,-30
2014-2015,13233,Senior Seminar,-269
2014-2015,13250,Analog Integ Circ Layout,0
